pattern_key,n,n_treated,n_control,events_treated,events_control,baseline_rate,treated_rate,effect,standard_error,log_risk_ratio,se_log_risk_ratio,risk_ratio,effect_ci_low,effect_ci_high
2795,64403.0,54631.0,9772.0,181.0,26.0,0.002660663119115841,0.0033131372297779647,0.0006524741106621237,0.0005761896752249514,0.2193201594391008,0.20944154916712096,1.2452298849765489,-0.00047683690104261185,0.0017817851223668592
3088,86980.0,76964.0,10016.0,793.0,56.0,0.005591054313099041,0.010303518528143029,0.004712464215043987,0.0008292083196824024,0.6113175651986716,0.13785986929412686,1.842857885319296,0.003087245772785503,0.006337682657302472
3090,75677.0,67128.0,8549.0,788.0,34.0,0.0039770733419113346,0.011738767727326897,0.007761694385415563,0.0007976074518039472,1.082350637718046,0.1747825236691798,2.9516095676740486,0.006198412506079059,0.009324976264752066
3098,32504.0,27849.0,4655.0,155.0,19.0,0.004081632653061225,0.005565729469639844,0.0014840968165786188,0.0010353696212367454,0.31013098939593137,0.2425540375819753,1.3636037200617617,-0.0005451903517322792,0.003513383984889517
3250,605518.0,522631.0,82887.0,3385.0,268.0,0.0032333176493298103,0.006476845039808201,0.003243527390478391,0.00022626338083629835,0.6947247691217674,0.06334655669017004,2.003157667218591,0.002800059313018976,0.003686995467937806
3258,338265.0,287550.0,50715.0,910.0,115.0,0.0022675736961451248,0.0031646670144322726,0.0008970933182871478,0.00023575728482154467,0.3333374378158414,0.09885017746374528,1.3956181533646321,0.0004350175309439687,0.0013591691056303269
3323,1295853.0,1094860.0,200993.0,1573.0,222.0,0.0011045160776743468,0.0014367133697459037,0.00033219729207155683,8.24595420364991e-05,0.26295082257267427,0.07165433522493182,1.300762749213236,0.00017057955949835197,0.0004938150246447617
3602,75372.0,65665.0,9707.0,173.0,10.0,0.0010301844030081385,0.0026345846341277695,0.001604400231119631,0.00038214467388327563,0.938987717196699,0.3250570712468726,2.5573913043478256,0.0008554104334246066,0.0023533900288146554
3610,89864.0,76443.0,13421.0,116.0,9.0,0.000670590865062216,0.001517470533600199,0.0008468796685379829,0.00026410824857070605,0.8166408931160465,0.3458962402623574,2.26288578127203,0.0003292370133194469,0.001364522323756519
3762,393099.0,336842.0,56257.0,492.0,31.0,0.0005510425369287378,0.0014606254564454551,0.0009095829195167174,0.0001188259015377878,0.9748080121122943,0.18512115093823603,2.6506582678468376,0.0006766884320721507,0.0011424774069612841
3770,860300.0,728924.0,131376.0,493.0,49.0,0.00037297527706734866,0.0006763393714571066,0.0003033640943897579,6.136093605475868e-05,0.5951828427250462,0.14975839611102254,1.813362474786711,0.00018309886966476563,0.0004236293191147502
3835,2193352.0,1855509.0,337843.0,453.0,66.0,0.00019535701494481164,0.00024413786190204413,4.878084695723249e-05,2.6639771873670378e-05,0.22290434305252546,0.13174035744535373,1.2497010254329135,-3.4321464715245695e-06,0.00010099384038598954
3860,25005.0,21605.0,3400.0,11.0,1.0,0.0002941176470588235,0.0005091414024531359,0.00021502375539431237,0.00033171321255519797,0.54874593503659,1.0443029673806308,1.7310807683406622,-0.0004351221944099553,0.00086516970519858
3870,168096.0,142909.0,25187.0,32.0,9.0,0.0003573271925993568,0.0002239187175055455,-0.00013340847509381133,0.00012549267383571699,-0.46736875020151597,0.37724582254783035,0.6266489708680193,-0.0003793695961354486,0.00011255264594782594
4022,962465.0,818977.0,143488.0,159.0,20.0,0.00013938447814451383,0.0001941446463087486,5.476016816423476e-05,3.476028945666526e-05,0.33136733624522974,0.2372364177707167,1.392871350477486,-1.3368747263016518e-05,0.00012288908359148605
4030,6095535.0,5174321.0,921214.0,364.0,35.0,3.79933435662072e-05,7.034739437309746e-05,3.235405080689026e-05,7.405109724123168e-06,0.6160347697511503,0.1769672357599196,1.8515715588576744,1.7840302446041517e-05,4.6867799167739e-05
